Mask_ID,Center_X_px,Center_Y_px,Diameter_μm,Mean_Intensity,Area_μm²,Circularity
0,282.00,107.00,45.04,137.06,1449.65,0.879
1,99.00,214.00,44.15,136.06,1388.89,0.893
2,259.00,35.00,50.03,132.41,1809.90,0.889
3,301.00,123.00,38.43,143.96,1022.14,0.915
4,244.00,148.00,43.88,138.97,1354.17,0.925
5,182.00,243.00,42.42,138.99,1256.51,0.897
6,248.00,262.00,41.93,140.54,1276.04,0.894
7,280.00,55.00,38.40,143.38,1030.82,0.923
8,194.00,223.00,44.49,136.25,1421.44,0.876
9,136.00,155.00,37.73,142.40,1017.80,0.911
10,269.00,271.00,41.46,140.18,1219.62,0.910
11,215.00,48.00,36.40,145.57,930.99,0.895
12,133.00,228.00,45.23,135.13,1475.69,0.894
13,267.00,127.00,36.67,145.76,946.18,0.918
14,168.00,24.00,44.50,134.69,1397.57,0.898
15,172.00,185.00,48.14,131.46,1642.80,0.884
16,206.00,66.00,34.93,147.12,876.74,0.888
17,204.00,202.00,39.06,139.91,1069.88,0.869
18,256.00,195.00,53.44,130.20,1927.08,0.814
19,80.00,271.00,54.33,126.76,2144.10,0.906
20,65.00,235.00,38.25,140.79,1006.94,0.883
21,37.00,220.00,44.44,130.62,1397.57,0.898
22,162.00,250.00,32.61,149.89,742.19,0.909
23,245.00,235.00,42.48,140.69,1256.51,0.897
24,186.00,64.00,38.75,142.96,1043.84,0.897
25,160.00,108.00,37.71,142.26,1015.62,0.891
26,211.00,111.00,31.02,153.98,657.55,0.885
27,168.00,75.00,36.12,142.13,924.48,0.870
28,58.00,215.00,33.38,141.78,776.91,0.878
29,122.00,107.00,36.21,142.70,950.52,0.869
30,148.00,16.00,34.48,146.69,831.16,0.889
31,16.00,13.00,38.82,134.46,1046.01,0.917
32,160.00,297.00,44.97,135.03,1440.97,0.853
33,116.00,258.00,37.62,142.19,1004.77,0.899
34,58.00,258.00,44.02,133.84,1310.76,0.864
35,24.00,121.00,43.21,131.43,1306.42,0.915
36,149.00,38.00,44.11,137.09,1393.23,0.874
37,16.00,210.00,43.35,130.44,1334.64,0.895
38,207.00,243.00,43.82,138.74,1341.15,0.916
39,104.00,274.00,34.29,144.72,822.48,0.879
40,21.00,96.00,48.17,125.31,1588.54,0.860
41,267.00,246.00,50.65,132.63,1835.94,0.902
42,131.00,134.00,40.80,138.37,1158.85,0.865
43,229.00,161.00,29.83,155.07,629.34,0.915
44,177.00,124.00,44.82,135.70,1430.12,0.882
45,20.00,35.00,43.16,132.29,1336.81,0.913
46,171.00,221.00,37.83,143.06,1032.99,0.906
47,288.00,13.00,41.71,141.69,1208.77,0.885
48,26.00,175.00,38.75,133.76,1061.20,0.912
49,225.00,231.00,29.27,156.56,585.94,0.884
50,246.00,125.00,36.07,146.15,915.80,0.862
51,232.00,214.00,39.21,143.05,1046.01,0.917
52,87.00,236.00,35.32,144.29,859.38,0.871
53,112.00,294.00,39.53,140.50,1154.51,0.920
54,156.00,166.00,41.45,136.86,1232.64,0.896
55,78.00,218.00,36.04,144.20,922.31,0.887
56,41.00,199.00,32.49,143.67,724.83,0.887
57,196.00,89.00,61.28,124.27,2721.35,0.884
58,90.00,148.00,46.49,133.34,1467.01,0.889
59,137.00,176.00,35.88,145.11,904.95,0.897
60,262.00,109.00,30.85,152.20,646.70,0.861
61,41.00,37.00,34.42,140.58,837.67,0.876
62,75.00,164.00,32.94,146.35,774.74,0.896
63,231.00,26.00,37.82,143.71,989.58,0.904
64,211.00,168.00,36.06,145.16,904.95,0.870
65,32.00,253.00,31.31,145.65,681.42,0.907
66,187.00,35.00,36.25,145.23,907.12,0.880
67,228.00,251.00,39.53,141.40,1150.17,0.916
68,134.00,53.00,32.61,147.31,746.53,0.914
69,46.00,240.00,33.93,144.20,794.27,0.897
70,194.00,299.00,35.71,144.86,881.08,0.921
71,243.00,102.00,39.75,140.99,1093.75,0.871
72,101.00,312.00,35.07,146.18,870.23,0.901
